3,3,3,3,20,3,3,3,3,3,19,3,3,3,32,62,62,33,47,20,3,31,3,33,3,3,3,32,48,3,62,62,1,1,32,43,20,48,3,61,61,61,61,61,61,61,61,61,61,61
30,3,20,33,3,3,3,3,3,33,3,29,3,3,62,62,62,3,3,4,29,33,29,34,47,20,3,3,1,62,62,62,32,1,1,1,3,61,61,61,61,61,61,61,61,61,61,61,61,61
29,3,34,3,20,29,3,20,33,3,19,3,33,3,62,62,48,62,4,33,33,4,3,3,3,45,3,33,31,62,62,62,62,1,47,1,61,61,3,61,61,61,61,61,61,61,61,61,61,61
18,32,3,3,3,45,3,3,33,20,3,32,32,62,62,48,62,62,29,3,3,3,34,4,32,3,3,3,62,62,34,62,62,1,1,1,61,61,61,61,61,61,61,61,61,61,61,61,61,61
3,18,33,3,18,3,18,18,3,3,3,3,3,62,62,59,59,62,62,18,32,34,3,32,33,34,43,29,62,62,34,34,62,62,1,20,1,3,61,61,61,61,61,61,61,61,61,61,61,61
3,3,30,3,31,18,29,3,34,3,3,42,62,62,47,59,59,62,62,3,43,3,3,33,4,3,3,62,62,34,34,34,62,62,61,61,61,3,3,61,61,61,61,61,61,61,61,61,61,61
3,33,3,3,29,33,3,3,18,3,3,20,62,62,59,59,59,59,62,62,45,31,45,43,3,3,33,62,62,34,34,34,34,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
18,19,3,3,3,3,3,3,32,3,19,62,62,59,59,59,59,60,62,62,3,32,32,29,34,3,62,62,34,34,34,34,34,62,62,61,3,61,3,61,61,61,61,61,61,61,61,61,61,61
3,19,3,4,42,33,32,45,3,3,20,62,62,59,59,59,59,59,60,62,62,3,3,3,3,45,62,62,34,34,34,34,34,34,62,62,3,61,61,3,61,61,61,61,61,61,61,61,61,61
3,4,18,20,3,33,3,30,3,18,62,62,48,59,59,59,59,59,60,62,62,31,32,33,29,62,62,62,34,34,34,34,34,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61
3,3,33,42,3,3,3,3,3,18,62,62,59,59,47,59,59,59,59,60,62,62,3,34,48,62,62,62,62,34,34,34,34,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61
29,3,3,29,29,3,33,3,18,62,62,59,59,59,59,59,59,59,59,59,62,62,3,3,62,62,60,62,62,34,34,34,62,62,31,62,62,3,61,61,61,61,61,61,61,61,61,61,61,61
3,47,30,31,45,31,33,34,3,62,62,59,59,59,59,59,59,59,59,59,59,62,62,20,62,62,60,59,62,62,34,34,62,62,31,31,62,62,61,61,61,61,61,61,61,61,61,61,61,61
29,3,4,3,32,20,3,4,62,62,59,59,59,59,59,59,59,59,59,59,62,62,62,62,62,60,59,59,62,62,34,62,62,31,31,31,62,62,3,61,61,61,61,61,61,61,61,61,61,61
3,29,3,3,32,34,3,3,62,62,59,59,59,59,59,59,59,59,59,59,62,62,62,62,62,60,59,59,47,62,62,62,62,31,31,31,31,62,62,3,61,61,61,61,61,61,61,61,61,61
33,18,3,3,3,3,3,3,62,62,59,59,59,59,59,59,59,59,59,62,62,59,62,62,59,48,59,59,59,62,62,62,31,31,31,31,31,62,62,61,61,61,61,61,61,61,61,61,61,61
3,33,3,18,3,3,31,3,30,62,62,59,59,59,59,59,59,59,59,62,62,59,59,62,59,59,59,59,59,59,62,62,31,31,31,31,31,31,62,62,61,61,61,61,62,61,61,61,61,61
5,3,3,3,3,33,3,32,3,62,62,59,59,59,59,59,59,59,62,62,59,59,59,47,59,59,59,59,59,59,62,62,31,31,31,31,31,31,62,62,61,61,61,62,62,61,61,61,61,61
3,33,42,3,3,18,45,3,15,3,62,62,59,60,59,59,59,59,62,62,59,59,59,59,59,59,59,59,59,59,59,62,62,31,31,31,31,31,62,62,62,61,61,62,62,61,61,61,61,61
3,3,20,3,18,3,15,3,18,3,62,62,59,59,59,59,59,62,62,47,59,59,59,59,59,59,59,59,59,59,59,62,62,31,31,31,31,62,62,62,62,61,62,62,61,61,61,61,61,61
3,45,3,3,47,3,32,3,3,45,3,62,62,59,59,59,59,59,62,62,59,59,59,59,59,59,59,59,59,59,59,59,62,62,31,31,31,62,62,20,62,62,62,62,61,61,61,61,61,61
